study_hours_per_day,attendance_rate,previous_grades,sleep_hours,extracurricular_hours,parental_education,internet_access,tutoring,family_income,motivation_level,gender,school_type,distance_to_school_km,teacher_quality,stress_level,performance
5.349399813149876,70.21419096500072,90.14589540812304,7.729277187342908,0.8850363913882902,Bachelor,Yes,No,High,Low,Female,Public,1.9722663870567383,High,6.516489552309595,High Performer
4.460949281314914,63.05961214794766,50.81739680085903,4.075942367016365,0.6391757768780504,Bachelor,Yes,No,High,Low,Female,Public,0.8519973468286378,Medium,1.4902582969154974,At Risk
5.21929317825844,91.14010707897897,47.69974234106061,3.9244638140736994,1.5838741078799454,Master,Yes,No,High,Medium,Female,Public,6.1675630761025975,Low,6.806335183989553,Average
4.944443262885418,75.31967473007913,82.05971813547094,8.108770742052352,1.297048731861572,Bachelor,Yes,No,Low,High,Female,Private,3.875631649710206,High,1.0,High Performer
2.7565074836168915,100.0,70.07829314428871,7.760530408203035,1.734080366737953,Bachelor,Yes,No,Medium,Low,Female,Private,9.640844212669524,Medium,1.53735084224737,Average
3.1597284397045455,74.0900877927807,50.93111635195402,6.913906952388946,0.2708220385700977,Master,Yes,No,Medium,Low,Female,Private,0.5,Medium,4.002042513888229,Average
5.120940407684893,64.37389849634306,68.24937463106929,4.906827242867392,3.150579567761207,Master,Yes,No,Low,Medium,Male,Public,9.279647201460882,Medium,5.573727685638701,Average
4.915555398150198,52.294284110807595,49.61370974539584,5.938133588988887,3.353223553419715,High School,Yes,Yes,Medium,Medium,Female,Private,1.7357073272844927,Medium,7.650527206254777,At Risk
3.968647609053778,47.95290485616083,81.51232097633908,6.605879878470244,0.0,High School,Yes,No,Low,Medium,Male,Public,5.318962967015056,Medium,5.115245526319191,At Risk
4.175991074963173,51.23796085491765,80.920564473097,4.60615904713883,3.17414936679986,Bachelor,Yes,Yes,Low,Medium,Male,Public,0.5,High,4.50689278484802,High Performer
5.916497343682638,79.00689976517225,72.98009298232915,5.891457012965151,1.0273656442140484,Bachelor,Yes,No,Medium,Medium,Female,Public,4.702677582662011,Low,6.159162495969609,High Performer
3.112642916746255,82.63087534844901,70.42491591870525,7.97849550726502,3.0283706443793434,Master,Yes,No,Medium,Low,Male,Private,6.316344374646523,Low,3.258202359064131,Average
4.820646071755057,51.282139469518,91.41782187301061,9.140958046433825,1.9178642088003013,Bachelor,No,Yes,Low,Low,Male,Private,2.300268191017544,Low,5.278830318692813,At Risk
3.696711021349159,88.42557471114173,64.99529491082338,6.370847871012174,2.0345306768971985,Bachelor,Yes,Yes,Low,High,Female,Public,1.212974447644267,Medium,2.60110748408928,High Performer
3.6734781951591695,67.75408422474841,47.27188811868798,8.134732531474148,1.7778828206945376,PhD,Yes,No,Low,High,Male,Public,3.856956529802002,Low,5.165181033750827,At Risk
5.648165277980786,77.20189517978324,71.7421086924846,4.128909894118799,3.454555045080183,Bachelor,Yes,No,Low,Low,Male,Private,8.954523306471796,Medium,4.740327348301193,At Risk
5.238124523482044,99.18330942383136,96.2907057430567,7.989176861670417,0.5124943849699661,High School,Yes,Yes,Low,Low,Female,Public,1.9544641934742393,Low,3.3914641571011654,High Performer
5.220264454000958,88.45258973798298,49.77860760221222,5.794077377908779,2.72940840648201,Master,Yes,No,Medium,Low,Female,Private,1.4548995050533153,Medium,5.3300812730754785,Average
5.958218210731493,70.97204028141252,59.57805849959021,7.461018425061955,3.3215961978674606,High School,Yes,Yes,Medium,Medium,Female,Public,1.6351321061261206,Medium,5.317099306319285,High Performer
4.031505762449139,61.63211661877069,71.2466905715218,6.628371372640436,2.859608096648493,Master,No,Yes,Medium,Medium,Female,Public,14.892621214873694,Low,7.35090802467827,At Risk
5.022929456942446,42.72276898006042,64.19142726491391,8.980621014675751,4.789638697188101,PhD,No,Yes,High,Medium,Female,Public,2.225789606379179,Medium,1.7887331938744246,Average
3.534599865109816,64.2127002113637,50.26544629434028,5.688346527490123,1.3652638847303615,Bachelor,Yes,Yes,Medium,Medium,Female,Public,0.5,Medium,4.847902184605915,At Risk
4.486249528732663,71.83304641758458,81.82786784345706,7.941409446342747,3.1487657871122376,Bachelor,Yes,No,Low,Medium,Male,Public,7.608994677873662,Low,3.4794752005930416,High Performer
3.804785418448473,60.19230709273224,99.80061083025889,6.5807388050552,1.8726912375902955,Bachelor,Yes,No,Low,High,Female,Public,6.007791862657893,Medium,6.739524116352584,Average
4.1454939474890775,73.03114549361543,67.94197188535861,6.762541782985505,3.480087291623203,High School,Yes,No,High,Low,Female,Public,0.6880887354958034,High,6.507824130384266,Average
4.89273553815537,76.15277824438152,51.43897565396,6.724219160261185,1.9907732051343567,High School,No,No,Low,Low,Male,Public,20.966709872123253,High,6.0157596901372425,At Risk
2.7726689751497915,71.62716027287883,41.76559212419787,5.73149034325883,1.5345490617650366,Bachelor,Yes,Yes,Low,Low,Male,Private,4.683261714503337,Low,3.592333483861074,At Risk
7.13858091352819,65.2499612876481,68.86963971831771,6.978851551139993,3.5672866446459546,Master,Yes,No,Low,High,Male,Public,3.4735368945893788,High,6.770941165880191,High Performer
2.490973927750447,77.52982007950092,81.55816014974387,6.906027666817268,1.410125673177284,Bachelor,Yes,Yes,Medium,High,Female,Public,2.4081084323017423,Medium,1.9397381425133364,High Performer
2.1787170808184015,81.62910974354114,72.12751619743072,7.361860372610094,0.3047290893193326,High School,Yes,No,Medium,Medium,Male,Private,11.446999779242137,Low,1.529378592814457,At Risk
5.737166310250101,58.64401383835731,64.9639423862172,7.126757718539293,1.3797837401914057,Bachelor,No,No,High,Low,Female,Public,1.3983279948367633,Medium,2.448258000196152,At Risk
5.187494040944404,96.16398569619405,56.160925223160405,8.196991824418355,2.742839535906239,Master,Yes,Yes,High,Medium,Female,Public,1.6827434992615695,Medium,4.933050379346188,High Performer
4.936179725578233,73.52117801573607,48.617545509228655,8.385262924071053,3.6704465019045096,Bachelor,Yes,No,Medium,Medium,Female,Private,0.6528834200298292,Medium,6.350328801976588,Average
4.94251826389642,75.28274434417271,77.52126989487323,5.4240650172582985,2.1333552503558146,Bachelor,Yes,Yes,Medium,Medium,Male,Private,7.117263200918873,Medium,1.0,Average
3.981629840729628,85.62321634884836,78.70657432078379,8.303158750886157,3.5818364806808303,Master,No,Yes,Low,Medium,Female,Private,4.526126901639504,Medium,7.6454856637595725,Average
2.654118442771253,78.49824196895253,41.814053199639005,5.220495359335218,0.37019009422688787,Bachelor,Yes,Yes,Low,Low,Male,Public,4.696084820739214,Medium,5.262224392356869,At Risk
4.113706837290589,89.29704950869868,88.84758467271025,7.881783832206603,1.4680838422185165,Bachelor,No,Yes,Low,Medium,Female,Private,1.2325114682443483,Medium,1.8644553048204497,High Performer
2.9842574327318325,79.30686247802737,73.61106831341002,7.929608177054303,1.6537098594150785,Master,Yes,Yes,Low,Medium,Female,Public,5.26582981775555,Medium,5.201893940579162,Average
5.462679600126627,65.81343938039343,85.99391967718691,4.133024662506244,1.8625286870329765,High School,No,Yes,Low,Medium,Male,Public,7.2506125477593075,Medium,7.18505082935684,Average
3.779413927746792,80.42255287809152,44.868083772723274,7.139468869794115,2.100913265900236,PhD,Yes,No,Low,Low,Female,Private,2.2149668110533356,High,6.198882030612518,At Risk
2.7617542048112327,57.844106890190076,44.51263766876842,6.297255829959527,2.8290931488706312,High School,Yes,Yes,Medium,High,Male,Public,8.080982097935435,High,7.198146125107932,Average
3.51792123752051,76.62839558664784,62.765460353490546,5.861852113096937,1.4662317941954117,None,Yes,No,High,Medium,Female,Private,2.144620059491375,High,2.267506741205778,At Risk
4.6193971814134365,74.5015501403331,72.54176640342791,9.026278496048509,2.1668344243437505,Master,Yes,No,Medium,High,Male,Public,7.096949357828191,Medium,4.171989529723191,High Performer
3.154413170794038,71.87824714091191,91.94541234390445,6.019481289043871,1.945852531611138,High School,Yes,No,High,Medium,Male,Public,0.5,Medium,3.150615538952936,Average
2.7666694066503528,73.07193732841604,75.59118370722697,5.7904346063229255,0.8889321153306202,Bachelor,No,Yes,Medium,High,Male,Private,4.005495270811056,Medium,8.435160410088637,High Performer
4.365530817237868,46.77226431753542,61.3597808478195,7.11354241000764,1.8635999731022777,Master,Yes,Yes,Medium,High,Male,Public,17.45449907711397,Medium,6.27872568697326,Average
4.367449856663084,66.76912638388558,49.60446188501162,8.028384619447625,1.8276085641234583,Master,Yes,No,Medium,Medium,Female,Private,19.881368022067253,Medium,10.0,At Risk
3.2395852369433054,76.39267351711672,83.45000859078725,6.78752712098481,1.8019033219963447,PhD,Yes,No,Low,High,Female,Private,1.6547058544223814,High,4.064780933165546,High Performer
3.293442541572516,77.39784587996101,50.52941861373928,8.749555818503879,2.038111347897741,High School,Yes,No,Low,Medium,Female,Private,2.9115999916687203,Medium,3.5506515766353903,At Risk
4.348074906036454,59.58487288611063,89.42702832158483,7.796463492946136,2.0908082487360633,Bachelor,No,Yes,High,Medium,Male,Public,0.5,Medium,4.714346722809699,High Performer
1.827873487754014,93.98561761297051,60.73423025590236,3.7326830204028543,1.4812457850712037,High School,Yes,No,High,Low,Male,Public,10.33129635842353,High,7.756714442845098,At Risk
1.8888043384351674,62.007377276782485,88.85873108926776,6.205799554739487,3.5272576807655174,Bachelor,No,Yes,Low,Medium,Female,Private,4.203274985670089,High,4.267760621249305,Average
2.922333668121346,89.54185800790106,75.18396935088917,6.157236850972452,0.59662324495638,Master,No,No,Low,Medium,Male,Private,2.431483650855896,Medium,5.248875195813889,Average
3.679829272432229,81.40791542807527,62.94506765836313,7.7190414301441335,1.1348358698361245,High School,Yes,No,Medium,High,Female,Public,0.5982582937292612,Medium,5.193381405773639,High Performer
4.466361348397007,65.30659035234295,57.2090544226081,3.0627744154388323,5.335956349068267,Bachelor,Yes,Yes,Low,Low,Female,Private,14.665410686800698,Low,5.078993522404379,At Risk
6.213034325424328,100.0,59.886381839808806,10.823514563076582,0.7544103740129242,Bachelor,No,No,Medium,Medium,Male,Public,3.777443760554893,Medium,3.695203079075044,Average
5.286489434803029,57.095447523652794,71.42475038562856,7.796539142341315,0.3754943903482897,Bachelor,Yes,Yes,Low,Low,Female,Private,1.6628946305795904,Low,4.725417864179267,Average
3.7600922050548595,88.78731260415002,66.15734744326575,7.223315205876537,2.8813720940014615,PhD,Yes,No,Medium,Medium,Female,Public,2.1555697015400828,Low,4.639794797297284,High Performer
3.9714756881459667,90.00873477064468,56.09282887896942,8.772351574628718,0.0,High School,Yes,No,Low,Low,Female,Public,1.5783312177116762,Medium,4.984870680650702,At Risk
2.4962059530432867,64.94069686385032,62.515528845235515,10.515481079218937,1.7176713080330734,Bachelor,Yes,No,Medium,High,Male,Public,4.604127603231745,Medium,6.887033636305416,At Risk
3.972230296011415,95.88697950096493,66.17865544578724,8.306119966882605,4.5749899100917855,Master,Yes,Yes,Low,Low,Male,Public,13.293699131365472,Medium,8.521256069248984,Average
3.5670120416197926,71.2493022810157,33.06898858377782,8.42321964470743,0.14607689341591956,Bachelor,Yes,Yes,Medium,Medium,Male,Private,9.713858512105752,High,3.3191304746605863,Average
4.484077840507134,79.33040443919785,71.87252172183048,7.196035036696573,0.0,High School,Yes,No,High,High,Male,Public,3.0844585657267185,Low,4.21601275042457,High Performer
2.7591535846715156,78.90482758156831,50.3041816292479,6.7877113699495775,0.20098255765076223,Bachelor,No,No,Medium,Medium,Male,Private,8.75787002051732,Medium,3.3499762031876266,At Risk
4.779019771361758,72.98536887794178,47.700013951913824,6.286306833992648,3.0780314820163825,High School,Yes,No,High,Low,Female,Public,2.7504791951172636,Medium,5.374203074444545,At Risk
6.299108369503866,87.16212409739673,39.689834793339344,5.760832012428187,3.349732063982975,High School,Yes,Yes,High,Medium,Female,Public,1.4538150066048643,Low,3.9233010849780463,High Performer
3.8368597773147135,86.9023308082832,38.091612531981646,5.969478850450754,1.3848934436257894,Master,Yes,Yes,High,Low,Female,Public,20.496317783240734,Medium,5.479593667483978,At Risk
4.602567583148412,48.772020401427284,44.668287453315656,4.974166053485526,2.8198548848012828,Bachelor,Yes,No,High,High,Male,Public,1.811220457110672,Medium,7.207253820889574,At Risk
5.035215987566669,94.56510364317229,54.36468563554264,6.886192823972465,3.6683063930143875,Master,Yes,No,Medium,Medium,Female,Public,1.9557717189898143,Medium,1.0,High Performer
3.3981692921712456,50.062620179464886,94.29888706289853,4.47299863416042,4.14481569731579,Master,Yes,No,High,Medium,Male,Public,22.874595877337605,High,5.983559779201382,Average
4.336138722715625,90.48819306512486,57.11180486157194,7.286374786215566,1.7043976625841821,Bachelor,Yes,No,Low,Medium,Female,Private,0.7189332389394104,Medium,4.079625902204242,High Performer
4.0188886011726925,91.90057705241375,67.66625159402047,6.945504087936487,0.0,None,Yes,No,Medium,Low,Female,Public,7.146718922797434,High,5.920844535968778,Average
4.146514147823248,58.63550354677203,71.00722079759493,7.220402947580031,1.014945293108376,Bachelor,Yes,Yes,High,High,Female,Public,13.729754091481167,Medium,3.2070611244995995,High Performer
2.8404853242168002,68.83778568068122,66.96597779323773,6.216802644970011,1.4878349660776908,High School,No,Yes,High,High,Female,Private,3.58509933822865,Low,7.39252197661375,At Risk
4.036765261388414,58.41442997271096,63.8383480891101,11.615290555270755,1.6892734441059314,Master,Yes,No,High,High,Female,Public,0.5,Medium,6.826561236080568,At Risk
4.746997436868175,71.77618454566897,47.07059354601133,9.04017385027047,1.7745687187895367,High School,No,No,High,Medium,Male,Public,2.35048972137114,Low,6.136704297085286,At Risk
6.176715411692562,70.37948573721388,86.76391322418817,5.1331862498729155,3.342673517516803,High School,No,No,High,Medium,Male,Public,0.5914914240368123,Medium,6.586451435620197,High Performer
5.43890623912781,86.6949079840401,92.10794965456827,7.349302131140347,3.529314112025098,Bachelor,Yes,No,Medium,Low,Male,Public,2.6908784250450415,Medium,3.508759065655653,High Performer
7.229773686267334,94.65463119179412,39.76011958815971,6.087990785594014,1.79399161529026,High School,Yes,Yes,High,Medium,Male,Public,7.8038759638860355,Medium,3.76075249062142,High Performer
2.848978655667926,95.93525716184934,49.639571136704305,5.478280409938879,3.3181818512621826,High School,Yes,Yes,Medium,Medium,Female,Public,2.8876016624424334,Low,6.504872401634959,At Risk
5.308480955081017,66.56747960132547,60.802844864344905,4.989891893314097,2.4291936399573073,Bachelor,No,No,High,Medium,Male,Private,2.827510201666403,Medium,3.4645417144627757,Average
4.2750130086075275,71.86167189383208,50.53193307634713,7.648325036138881,2.0774071674350862,High School,Yes,No,High,High,Female,Private,4.0685520020838934,Low,7.891270093316174,At Risk
7.284704399826508,49.74842711668575,72.58948330183797,5.977929647395639,3.0878529885319566,High School,Yes,No,High,Low,Male,Public,4.357669462072738,Medium,4.352817857437937,High Performer
2.787552571967273,62.911949002557165,54.0759169639008,8.451739036037806,2.086702457885499,High School,Yes,No,Medium,Low,Male,Private,9.70000899686151,High,6.003788779721244,At Risk
2.740417236728836,89.47277449646187,97.47584101709904,8.490673321795658,4.469373412517315,Bachelor,Yes,No,Medium,Low,Female,Public,1.8434154791360227,High,9.19849903851018,Average
3.1009110318339665,99.23374235322348,82.85822891515394,9.060871577817174,0.2739065998465291,Bachelor,Yes,Yes,Low,Low,Male,Public,8.62063301294741,Low,3.5875532918638466,At Risk
0.8141564135352897,56.48476692180117,68.18861045948323,5.721419850888845,1.3817949210895786,Bachelor,Yes,No,High,Low,Female,Public,4.172790518743407,Medium,5.137523501689565,At Risk
3.2113674674788584,66.11303611270658,80.40479394979599,7.713048416038015,1.8481773236552597,Bachelor,Yes,No,Medium,Medium,Female,Public,1.7871586491243532,Medium,7.108366329274615,Average
2.861301007669453,74.60391364561609,81.58850636535963,7.948681324963451,2.5273432285495887,High School,Yes,No,Low,Medium,Male,Public,1.7486813898909095,High,6.902554777753062,Average
4.225590679714312,79.2024173822941,56.54078767912635,6.288732737344053,3.5215525845237066,Master,Yes,No,Low,Low,Female,Public,2.240330272515591,Medium,4.344369379521284,At Risk
4.512633963665739,62.85594720117531,52.75674133187053,5.842342063910687,1.970721719316612,High School,Yes,Yes,High,High,Male,Private,4.873483711695812,Low,3.966539124956292,At Risk
6.814256258823829,81.36091566696135,66.17214594454471,9.414280998663958,0.29332442059255137,Bachelor,Yes,Yes,High,Low,Female,Private,1.3120975838090243,Medium,4.533728134909897,High Performer
5.425635757279076,67.89240979393625,77.92454186746916,7.341243813598081,3.011016675746005,Master,Yes,Yes,High,Medium,Female,Public,12.649534409509664,Medium,7.895715532302727,High Performer
3.1346445165063956,74.78321593682581,67.08590597980127,7.953951626067607,2.905950519370357,Master,No,Yes,Medium,Medium,Male,Private,4.2773022346027,Medium,4.441788287280107,Average
2.6523779929774634,83.19426372005549,41.345052767135044,5.766885982258109,0.0,High School,No,No,Medium,Medium,Female,Private,12.629629381036363,High,5.15623138496693,At Risk
4.737878757259758,75.09633404716406,52.95763334073737,5.171073300216709,1.9954350395950406,High School,Yes,No,Medium,High,Male,Public,0.5,Low,4.14642705815315,Average
2.019650189469037,68.45421164210147,63.89040704608433,6.145825338261835,0.09182980318364264,Bachelor,Yes,No,Low,Low,Female,Public,2.0973995700485517,High,6.411097129591973,At Risk
6.747188148781531,73.35585294111253,63.865015935112545,6.813967918915004,1.202418682997525,High School,Yes,No,High,Medium,Female,Public,0.5,Low,5.311050075167313,High Performer
5.769160181081931,73.67455561191997,94.58813265184712,5.403669989773977,0.9166292876446402,Master,Yes,Yes,Low,High,Female,Public,1.5890009524122752,High,2.993132378483542,High Performer
3.2962365218429426,69.44983455176808,44.21018086401503,6.985232787024425,2.9711176378903827,Bachelor,Yes,No,Medium,Medium,Female,Public,9.902742477109054,High,3.062351771930011,At Risk
1.430298206363684,71.11805905999347,72.58383862753811,4.46724221789725,2.1401962090066204,Bachelor,Yes,Yes,Medium,Medium,Male,Public,0.5,Medium,1.0027888668889862,At Risk
6.0308085612481195,98.97970755757075,87.33669662492434,5.319928866295191,0.4572907990927668,High School,Yes,Yes,Medium,Medium,Female,Public,2.8648093847789595,Medium,3.337357181748768,High Performer
3.8281902321210732,83.41379171911858,99.07174618134194,8.006366872415313,3.0560791555488107,Bachelor,Yes,No,High,Medium,Male,Public,0.6253624679955389,Low,6.5878916072643445,Average
5.856724467960193,70.56779522956259,58.93403865224058,7.9056857804168414,0.2794330112859027,Bachelor,Yes,No,Low,High,Female,Public,2.6964740912135214,Low,7.647521076024535,Average
1.6083585118084494,85.45431606766104,72.37144179080299,6.412184851919701,2.3961365485651323,Master,Yes,No,High,Low,Male,Public,9.127147508805587,Low,6.3711167264343675,At Risk
3.1009374655693405,69.99270765365985,73.54640535797971,5.47335353638457,1.0231871968501332,None,Yes,Yes,Low,Low,Female,Public,4.878492634001247,Low,6.109264401281362,At Risk
4.007865549577275,92.59686956379961,67.93222597329937,5.458894672710984,1.5611875009633762,None,Yes,No,Low,Medium,Female,Public,6.67337616040812,Medium,4.7469479009427005,Average
4.070470890647113,80.54463288297141,63.51732198141041,6.440097631088029,2.6051248976460606,High School,Yes,Yes,Medium,Low,Female,Public,2.1470279056508055,Medium,6.549829109827974,Average
3.3249017927811346,73.39046783993656,71.53963084250069,7.966777737467937,2.6257392788714347,High School,No,Yes,Low,Medium,Male,Private,14.447653109663861,High,5.572556446163769,Average
4.934274898521248,81.71575388715416,27.016308721704718,8.392368537016488,3.6043628882671523,Bachelor,Yes,No,High,Low,Female,Public,6.176665417814119,Medium,8.608897943974249,At Risk
2.3985693559261083,51.43685771897251,75.23104235093948,6.2552023967770465,1.9012955603942563,Master,No,No,Medium,Low,Female,Public,2.7391670367412106,Medium,4.803109371646503,At Risk
3.78643077246806,58.09848796635292,66.89266855492951,5.269761361022824,2.367741035556009,High School,Yes,No,Low,Low,Female,Public,2.779679835927908,Medium,7.686016167472262,At Risk
4.180443447567848,57.091124904014166,61.66287654832602,7.4017654567995,1.4747152131148105,Master,Yes,No,Low,High,Male,Private,12.547073340597503,Medium,6.74822816363572,Average
4.771658251088123,77.1441464214556,95.70293293579337,5.764697544061226,2.218387859147357,None,Yes,No,Medium,Low,Male,Private,4.294883725960374,Medium,6.470886572408317,Average
5.067422317133335,100.0,54.87598971814172,6.222621041708196,2.527383257610214,High School,Yes,No,High,Low,Male,Public,6.127330868959058,Medium,1.0,Average
2.3130368622431963,100.0,58.95386016402454,8.987914135655556,1.8820281830547487,None,Yes,No,Medium,Low,Male,Public,2.6981425693103307,High,6.858379123095421,At Risk
1.6988287438965664,84.57076652161136,94.873299533071,8.240673142848653,0.0,High School,Yes,No,Medium,High,Male,Public,1.2660345773013761,Medium,4.744984042181693,High Performer
5.916515232847764,82.51266712416685,52.51908042725215,7.236961468377178,2.3977650755970745,Master,Yes,No,High,High,Male,Public,6.428794593038047,Medium,4.112147011130217,High Performer
4.498471017969387,47.984133987708915,56.748270755951914,5.092121498330916,2.4374737728265483,High School,Yes,No,Medium,High,Male,Private,4.680219896750385,High,2.0341739176441735,High Performer
2.8772701951651696,66.85989300398967,62.79461864853725,7.317094851205988,1.1837918283824589,Bachelor,Yes,Yes,Low,Low,Male,Public,3.479182772679768,Low,4.988825732063634,At Risk
6.326727963283784,63.183243721376414,77.61101723194324,8.59398593618129,0.45873555671298294,Bachelor,Yes,No,Medium,High,Male,Public,4.89110914308854,Medium,5.067103193636485,High Performer
4.173511951439288,65.68728602623327,68.1170376102997,6.4365495013516965,3.7710549806047586,Master,Yes,No,Medium,Medium,Female,Public,1.167772703301529,Medium,2.393996156370391,High Performer
5.768945776095739,72.47784272122816,45.610619792716065,9.026671134980074,2.5897346130732823,High School,No,Yes,Medium,Medium,Female,Public,7.897908066710622,Medium,2.053439654212616,Average
4.101277722115164,67.91864133454308,57.01747155309216,8.939117934277311,1.7251027628939484,High School,Yes,No,Medium,Medium,Male,Private,14.798236687950352,High,5.973238960256222,Average
7.091121887322981,45.310502844363185,55.88968350181683,9.49559924821521,0.6355605402230151,None,Yes,Yes,High,High,Female,Public,11.086770607617071,High,6.7434102621227545,High Performer
6.633011263664807,86.218653841763,63.84168432165431,7.457864689797029,1.0138222058943849,Bachelor,Yes,No,Low,High,Female,Private,1.9388805154802071,Medium,5.380565819844843,High Performer
3.62655377728139,58.9088546139029,71.38765487944744,7.881087549709019,3.563108476143478,High School,Yes,No,High,High,Female,Public,2.6044283949840956,Low,7.301669299368726,High Performer
5.457356426431533,78.58870296166724,71.27308633831959,9.121280932496635,2.1651943290416553,Master,Yes,Yes,Medium,High,Male,Public,8.261787083181051,High,4.8272300312970025,High Performer
4.968063924377722,100.0,38.359823689273966,7.671090905603464,1.339295519599152,Bachelor,No,No,Medium,Low,Male,Public,4.520787328090153,Medium,4.891297451199596,Average
6.052947336298523,61.20923112620365,80.95911481341284,6.248148838314681,2.6116270774695876,Bachelor,Yes,No,Low,Medium,Female,Public,3.9694191658031235,Low,3.1659439425184193,High Performer
2.5526148091298433,37.04568715880505,68.78853268994935,6.327185745208208,1.0227221750644115,Bachelor,No,No,Medium,Low,Male,Public,13.062016358211523,Medium,1.8795160448925654,At Risk
5.029077189997659,70.70993667179833,85.7679807139086,7.357832430660609,3.8010116363364537,High School,Yes,Yes,High,High,Male,Public,3.8396226170602854,Medium,8.70932426771917,High Performer
5.587636730274381,91.51439452497857,71.66297490936007,5.064157867080672,3.6233606418760704,Bachelor,Yes,No,Medium,Low,Male,Private,3.6173998109807,Low,7.262598100499493,Average
1.3618907703653287,100.0,81.51984436603644,6.785111626953711,1.440111114556668,PhD,Yes,No,Low,High,Male,Public,0.5,High,2.2149748657230433,High Performer
2.2251122310013374,56.55675608321375,71.9981796717519,8.64482067734538,1.2455957035629677,Master,Yes,No,Medium,Medium,Female,Public,0.5,Medium,5.311503815662561,At Risk
0.9411517333598489,82.45048834854782,85.19338634304123,3.7131192232520784,0.0,Master,Yes,No,Low,Medium,Male,Public,0.5,Medium,4.799907377792667,Average
3.595889748333163,68.0203431482992,72.83375954026668,9.301723152691773,0.2221030741383585,Master,Yes,No,High,Low,Female,Public,12.223291503991724,Medium,4.452015053673914,At Risk
5.076313383693943,73.41077468543797,63.53127130335644,8.68356132805474,0.3926362700506927,High School,Yes,No,High,Medium,Female,Private,2.6245099970501453,High,4.181964304370121,High Performer
6.253535578144042,100.0,99.08652080670322,6.310353076254286,2.162228409184863,High School,No,No,Low,High,Female,Public,3.1608378253558693,Low,5.7625382939359575,High Performer
4.1111421706296625,52.4554450740727,78.33555683419839,7.815086241807714,1.6085195546703686,None,Yes,Yes,High,Low,Male,Private,9.334148597178313,Medium,6.636351050942949,Average
6.442923318356938,78.8060949224186,73.60616631506619,7.00472159035949,0.3855974151017103,High School,No,No,High,Medium,Male,Public,4.698389336543476,High,5.804782338056411,High Performer
1.929847812677663,82.01539757648149,45.85543375192496,8.844985552658024,1.6626031490425313,High School,Yes,No,Medium,Low,Male,Private,4.70165698889411,Medium,4.758963251241613,At Risk
1.444926340967268,91.2867948740902,45.675385738046934,8.474024714154911,2.6064045771768183,Bachelor,Yes,No,Medium,Medium,Male,Private,1.7586817185871362,Medium,4.68554656621776,At Risk
3.9166784516550717,76.46974730206342,69.3907322321278,4.899893915225486,2.6334072198987046,Bachelor,No,Yes,Medium,Low,Female,Private,8.976078392958685,Low,6.873628633845334,At Risk
4.576098173408961,79.62075809256153,67.18281796652361,7.880893620196265,0.0,Master,No,Yes,Medium,Medium,Male,Public,0.9065901587054536,Medium,5.926889876232124,Average
3.9509578778588605,69.12527148867314,55.78816152487526,6.691558219535128,1.846083823419403,Bachelor,Yes,Yes,Medium,High,Female,Public,0.5,High,5.145378926070866,Average
0.8988368499401851,79.0369041186766,67.1147404941809,7.12424885577715,0.3399910676340676,Master,Yes,Yes,Medium,Medium,Female,Public,1.0635122337496536,Low,4.928197404799785,At Risk
3.8663199407308175,69.85211586753884,88.82940392065393,5.907742148545276,3.0820744365683286,High School,Yes,No,Medium,Medium,Female,Public,1.558079193487277,High,5.690541019224578,High Performer
2.04329574924272,84.32357834784077,75.43103711825448,9.622205603681254,2.940975699624198,None,Yes,Yes,Low,Medium,Female,Public,1.6585951600678381,High,4.0633026228811016,High Performer
5.004508823245057,69.45584495934548,47.88487235370893,8.560092729853864,0.92236732841065,Bachelor,Yes,No,High,Low,Male,Private,5.551100981789468,Medium,6.643077634616421,At Risk
4.549897369145272,80.6565059085328,63.32736759285584,5.890343254040549,1.0807457571195203,High School,Yes,Yes,Medium,Medium,Male,Public,1.2283812535611287,Medium,2.8482828763242667,High Performer
2.590180320508967,74.56105779472533,52.925502787211585,4.998084089634651,1.4464795394020313,High School,No,Yes,Medium,Medium,Male,Private,5.645228170502992,Low,4.1770869804670365,At Risk
3.2291996239949596,91.89075376158252,59.18450125387158,6.421491053533227,0.0,High School,No,No,High,Low,Male,Public,0.5,High,6.222212190892048,At Risk
2.4111797171665725,74.22909414617271,58.79576501555536,7.6517539691369585,2.403161808128692,High School,Yes,Yes,Medium,Medium,Female,Private,0.7961655573876127,Medium,2.7342343732914536,Average
3.905981354090242,48.40451297689678,57.83531626093992,7.360308765919335,1.672586544391843,Bachelor,Yes,No,Medium,Medium,Male,Public,3.5547378429863317,Medium,1.8539829147009992,Average
5.432713480751858,93.92882251070988,46.17296942039908,8.879699237152366,3.164210099081431,Bachelor,No,Yes,High,High,Male,Public,12.748557396817707,Medium,5.12615535085848,High Performer
2.5214109304966845,61.414015487060716,63.08517977722715,8.184879583271279,0.6819089384449368,Bachelor,Yes,No,High,High,Female,Private,9.815144825541246,Medium,1.6070836911070585,Average
4.756069773276766,65.1935049202677,56.59088544729035,8.454353538629361,1.257052462100082,Bachelor,Yes,No,Low,Low,Male,Public,17.32923033518642,High,2.402392891896277,At Risk
3.204613572441339,66.06508058934762,21.05826964996598,7.490283100915656,0.19216969035306164,High School,Yes,No,Medium,Medium,Female,Private,5.255959100205608,Medium,6.513188237012864,At Risk
